alg,seed,K,recall_at_k,precision_at_k,f1,mrr,branches_with_true_cause,bio_recovered,psycho_recovered,social_recovered,domain_coverage_any,true_recovered,rank_first,rank_all_true
BFS-3phase,24,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,24,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,24,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,24,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,24,5,0.3333333333333333,0.2,0.25,0.08333333333333333,1.0,1.0,0.0,0.0,1,1,4,6
Domain-balanced random,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,24,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,24,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,24,8,0.3333333333333333,0.125,0.18181818181818182,0.08333333333333333,1.0,1.0,0.0,0.0,1,1,4,9
Domain-balanced random,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,9
BFS-3phase,24,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,24,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,24,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,1.0,1.0,0.0,0.0,1,1,4,13
Domain-balanced random,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,13
BFS-3phase,25,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,25,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,25,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,25,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,25,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,25,8,0.6666666666666666,0.25,0.36363636363636365,0.38095238095238093,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,25,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,25,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.38095238095238093,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,26,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,3,2,1,4
Greedy-top-K,26,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,26,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,3,2,1,6
Greedy-top-K,26,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,26,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,1.0,0.0,3,2,1,9
Greedy-top-K,26,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,26,12,1.0,0.25,0.4,0.5370370370370371,3.0,1.0,1.0,1.0,3,3,1,9
Greedy-top-K,26,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,26,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.037037037037037035,1.0,1.0,0.0,0.0,1,1,9,13
Domain-balanced random,26,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,26,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,27,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,27,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,27,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,4
Domain-balanced random,27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,27,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,27,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,27,5,0.3333333333333333,0.2,0.25,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,6
Domain-balanced random,27,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,27,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,27,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,27,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,27,8,0.3333333333333333,0.125,0.18181818181818182,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,9
Domain-balanced random,27,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,27,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,27,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,27,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,27,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.1111111111111111,1.0,1.0,0.0,0.0,1,1,3,13
Domain-balanced random,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,28,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,28,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,28,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,28,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,28,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,28,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,28,8,0.3333333333333333,0.125,0.18181818181818182,0.047619047619047616,1.0,1.0,0.0,0.0,1,1,7,9
Domain-balanced random,28,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,28,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,28,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,28,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,28,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.047619047619047616,1.0,1.0,0.0,0.0,1,1,7,13
Domain-balanced random,28,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,28,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,29,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,29,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,29,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,29,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,29,5,0.3333333333333333,0.2,0.25,0.06666666666666667,1.0,1.0,0.0,0.0,1,1,5,6
Domain-balanced random,29,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,29,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,29,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,29,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,29,8,0.3333333333333333,0.125,0.18181818181818182,0.06666666666666667,1.0,1.0,0.0,0.0,1,1,5,9
Domain-balanced random,29,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,29,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,29,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,29,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3666666666666667,2.0,1.0,0.0,1.0,2,2,1,13
Mapping-only,29,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.06666666666666667,1.0,1.0,0.0,0.0,1,1,5,13
Domain-balanced random,29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,30,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,30,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,30,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,30,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,30,5,0.6666666666666666,0.4,0.5,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,30,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,30,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,30,8,0.6666666666666666,0.25,0.36363636363636365,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,30,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,30,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,30,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,9
BFS-3phase,30,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,30,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,30,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,31,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,31,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,31,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,31,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,31,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,31,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,31,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,31,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,31,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,31,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,31,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,31,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,31,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,31,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,32,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,0.0,1.0,3,2,1,4
Greedy-top-K,32,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,32,5,1.0,0.6,0.7499999999999999,0.5111111111111111,3.0,1.0,1.0,1.0,3,3,1,5
Greedy-top-K,32,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,32,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,32,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,32,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,32,8,1.0,0.375,0.5454545454545454,0.5111111111111111,3.0,1.0,1.0,1.0,3,3,1,5
Greedy-top-K,32,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,32,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,32,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,32,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,32,12,1.0,0.25,0.4,0.5111111111111111,3.0,1.0,1.0,1.0,3,3,1,5
Greedy-top-K,32,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,32,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.037037037037037035,1.0,1.0,0.0,0.0,1,1,9,13
Domain-balanced random,32,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,32,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,33,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,33,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,33,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,33,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,33,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,33,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,33,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,33,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,33,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,33,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,33,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,33,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,33,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,33,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,33,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3703703703703704,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,33,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,33,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,33,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,34,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,34,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,34,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,34,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,34,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
BFS-3phase,34,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,34,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,34,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,34,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,34,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,34,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,34,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,34,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,34,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,34,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,34,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,34,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,34,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,34,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,34,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,35,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,35,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,35,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,35,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,35,5,0.6666666666666666,0.4,0.5,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,35,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,35,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,35,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,35,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,35,8,0.6666666666666666,0.25,0.36363636363636365,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,35,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,35,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,35,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,35,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,35,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,35,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,35,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
